codigo	nome	valor_individual	valor_empresarial
30102014	TERAPIA DE PRESSAO NEGATIVA - CIRURGICA	50.67	50.67
30102022	BIOPSIA DE PELE	82.05	82.05
30102030	BIOPSIA DE TUMORES SUPERFICIAIS	82.05	82.05
30102049	BIOPSIA DE TECIDO CELULAR SUBCUTANEO	82.05	82.05
30102057	BIOPSIA DE LINFONODO SUPERFICIAL	82.05	82.05
30201012	BIOPSIA DE LABIO	85.83	85.83
30201020	EXCISAO COM PLASTICA DE VERMELHAO	424.15	424.15
30201039	EXCISAO COM RECONSTRUCAO A CUSTA DE RETALHOS	699.82	699.82
30201047	EXCISAO COM RECONSTRUCAO TOTAL	1227.66	1227.66
30201055	EXCISAO EM CUNHA	112.59	112.59
30201063	FRENOTOMIA LABIAL	127.47	127.47
30201071	QUEILOPLASTIA PARA FISSURA LABIAL UNILATERAL - POR ESTAGIO	907.99	907.99
30201080	RECONSTRUCAO DE SULCO GENGIVO-LABIAL	430.32	430.32
30201098	RECONSTRUCAO TOTAL DO LABIO	1227.66	1227.66
30201101	TRATAMENTO CIRURGICO DA MACROSTOMIA	462.48	462.48
30201110	TRATAMENTO CIRURGICO DA MICROSTOMIA	458.01	458.01
30201128	RECONSTRUCAO PARCIAL DO LABIO	423.35	423.35
30202019	ALONGAMENTO CIRURGICO DO PALATO MOLE	901.72	901.72
30202027	BIOPSIA DE BOCA	85.83	85.83
30202035	EXCISAO DE LESAO MALIGNA COM RECONSTRUCAO A CUSTA DE RETALHOS LOCAIS	790.38	790.38
30202043	EXCISAO DE TUMOR DE BOCA COM MANDIBULECTOMIA	1147.26	1147.26
30202051	EXERESE DE TUMOR E ENXERTO CUTANEO OU MUCOSO	363.25	363.25
30202060	FISTULA OROFACIAL - TRATAMENTO CIRURGICO	370.34	370.34
30202078	GLOSSECTOMIA SUBTOTAL OU TOTAL, COM OU SEM MANDIBULECTOMIA	1024.99	1024.99
30202086	PALATO-QUEILOPLASTIA UNILATERAL	1001.51	1001.51
30202094	PALATOPLASTIA COM ENXERTO OSSEO	1147.26	1147.26
30202108	PALATOPLASTIA COM RETALHO FARINGEO	1147.26	1147.26
30202116	PALATOPLASTIA COM RETALHO MIOMUCOSO	970.48	970.48
30202124	PALATOPLASTIA PARCIAL	897.43	897.43
30202132	PALATOPLASTIA TOTAL	1068.24	1068.24
30202140	PLASTICA DO DUCTO PAROTIDEO	551.76	551.76
30203015	FRENOTOMIA LINGUAL	127.47	127.47
30203023	TUMOR DE LINGUA - TRATAMENTO CIRURGICO	312.52	312.52
30203031	BIOPSIA DE LINGUA	76.92	76.92
30204011	BIOPSIA DE GLANDULA SALIVAR	174.54	174.54
30204020	EXCISAO DE GLANDULA SUBMANDIBULAR	730.19	730.19
30204038	EXERESE DE RANULA OU MUCOCELE	246.99	246.99
30204046	PAROTIDECTOMIA PARCIAL COM CONSERVACAO DO NERVO FACIAL	1030.89	1030.89
30204054	PAROTIDECTOMIA TOTAL AMPLIADA COM OU SEM RECONSTRUCAO COM RETALHOS LOCAIS	987.92	987.92
30204062	PAROTIDECTOMIA TOTAL COM CONSERVACAO DO NERVO FACIAL	1003.45	1003.45
30204070	PAROTIDECTOMIA TOTAL COM RECONSTRUCAO DO NERVO FACIAL	1698.17	1698.17
30204089	PAROTIDECTOMIA TOTAL COM SACRIFICIO DO NERVO FACIAL, SEM RECONSTRUCAO	602.75	602.75
30204097	PLASTIA DE DUCTO SALIVAR OU EXERESE DE CALCULO OU DE RANULA SALIVAR	227.13	227.13
30204100	RESSECCAO DE TUMOR DE GLANDULA SUBLINGUAL	420.04	420.04
30205018	ABSCESSO FARINGEO - QUALQUER AREA	182.16	182.16
30205026	ADENO TONSILECTOMIA - REVISAO CIRURGICA	353.51	353.51
30205034	ADENO-AMIGDALECTOMIA	436.81	436.81
30205042	ADENOIDECTOMIA	406.29	406.29
30205050	AMIGDALECTOMIA DAS PALATINAS	353.51	353.51
30205069	AMIGDALECTOMIA LINGUAL	353.51	353.51
30205077	BIOPSIA DO CAVUM, OROFARINGE OU HIPOFARINGE	165.30	165.30
30205085	CAUTERIZACAO POR SESSAO	56.21	56.21
30205093	CORPO ESTRANHO DE FARINGE - RETIRADA EM CONSULTORIO	181.99	181.99
30205107	CORPO ESTRANHO DE FARINGE - RETIRADA SOB ANESTESIA GERAL	224.41	224.41
30205115	CRIPTOLISE AMIGDALIANA	283.17	283.17
30205140	FARINGOLARINGECTOMIA	1362.22	1362.22
30205158	FARINGOLARINGOESOFAGECTOMIA TOTAL	1906.53	1906.53
30205166	RESSECCAO DE NASOANGIOFIBROMA	1165.90	1165.90
30205174	RESSECCAO DE TUMOR DE FARINGE (VIA BUCAL OU NASAL)	730.19	730.19
30205182	RESSECCAO DE TUMOR DE FARINGE COM ACESSO POR FARINGOTOMIA OU POR RETALHO JUGAL	754.69	754.69
30205190	RESSECCAO DE TUMOR DE FARINGE COM MANDIBULECTOMIA	1055.86	1055.86
30205204	RESSECCAO DE TUMOR DE FARINGE POR MANDIBULOTOMIA	1365.01	1365.01
30205212	RESSECCAO DE TUMOR DE NASOFARINGE VIA ENDOSCOPICA	368.55	368.55
30205239	TUMOR DE BOCA OU FARINGE - RESSECCAO	643.42	643.42
30205247	UVULOPALATOFARINGOPLASTIA	984.59	984.59
30205271	ADENOIDECTOMIA POR VIDEOENDOSCOPIA	422.23	422.23
30206014	ALARGAMENTO DE TRAQUEOSTOMIA	291.94	291.94
30206022	ARITENOIDECTOMIA MICROCIRURGICA	527.09	527.09
30206030	ARITENOIDECTOMIA OU ARITENOPEXIA VIA EXTERNA	679.91	679.91
30206049	CONFECCAO DE FISTULA TRAQUEO-ESOFAGICA PARA PROTESE FONATORIA COM MIOTOMIA FARINGEA	738.41	738.41
30206065	EXERESE DE TUMOR POR VIA ENDOSCOPICA	404.24	404.24
30206103	INJECAO INTRALARINGEA DE TOXINA BOTULINICA	295.49	295.49
30206120	LARINGECTOMIA PARCIAL	977.40	977.40
30206138	LARINGECTOMIA TOTAL	1465.88	1465.88
30206170	LARINGOFISSURA (INCLUSIVE COM CORDECTOMIA)	563.82	563.82
30206200	LARINGOTRAQUEOPLASTIA	1035.92	1035.92
30206219	MICROCIRURGIA COM LASER PARA REMOCAO DE LESOES MALIGNAS	626.38	626.38
30206227	MICROCIRURGIA COM USO DE LASER PARA RESSECCAO DE LESOES BENIGNAS	466.30	466.30
30206235	MICROCIRURGIA PARA DECORTICACAO OU TRATAMENTO DE EDEMA DE REINKE	434.48	434.48
30206243	MICROCIRURGIA PARA REMOCAO DE CISTO OU LESAO INTRACORDAL	432.41	432.41
30206251	MICROCIRURGIA PARA RESSECCAO DE PAPILOMA	432.41	432.41
30206260	MICROCIRURGIA PARA RESSECCAO DE POLIPO, NODULO OU GRANULOMA	347.61	347.61
30206278	MICROCIRURGIA PARA TRATAMENTO DE PARALISIA DE PREGA VOCAL INCLUI INJECAO DE MATERIAIS	428.63	428.63
30206294	RECONSTRUCAO PARA FONACAO APOS LARINGECTOMIA	773.50	773.50
30206308	TIROPLASTIA TIPO 1 COM ROTACAO DE ARITENOIDE	788.78	788.78
30206316	TIROPLASTIA TIPO 1 SIMPLES	553.44	553.44
30206324	TIROPLASTIA TIPO 2 OU 3	583.23	583.23
30206359	TRATAMENTO CIRURGICO DA ESTENOSE LARINGO-TRAQUEAL	1096.21	1096.21
30206367	TRATAMENTO CIRURGICO DE TRAUMA LARINGEO (AGUDO)	578.38	578.38
30207010	REDUCAO DE FRATURA DO MALAR SEM FIXACAO	426.48	426.48
30207029	REDUCAO DE FRATURA DO MALAR COM FIXACAO	897.43	897.43
30207037	REDUCAO DE FRATURA DE SEIO FRONTAL ACESSO FRONTAL	843.82	843.82
30207045	REDUCAO DE FRATURA DE SEIO FRONTAL ACESSO CORONAL	843.82	843.82
30207061	FRATURA DO ARCO ZIGOMATICO - REDUCAO INSTRUMENTAL SEM FIXACAO	364.99	364.99
30207070	FRATURA DO ARCO ZIGOMATICO - REDUCAO CIRURGICA COM FIXACAO	901.72	901.72
30207088	FRATURA SIMPLES DE MANDIBULA COM CONTENCAO E BLOQU EIO INTERMAXILAR EVENTUAL	843.82	843.82
30207096	FRATURA SIMPLES DE MANDIBULA - REDUCAO CIRURGICA COM FIXACAO OSSEA E BLOQUEIO INTERMAXILAR EVENTUAL	901.72	901.72
30207100	FRATURA NASO ETMOIDO ORBITO-ETMOIDAL	978.55	978.55
30207118	FRATURA COMINUTIVA DE MANDIBULA - REDUCAO CIRURGICA COM FIXACAO OSSEA E BLOQUEIO INTERMAXILAR EVENTUAL	1068.24	1068.24
30207126	FRATURAS COMPLEXAS DE MANDIBULA - REDUCAO CIRURGICA COM FIXACAO OSSEA E EVENTUAL BLOQUEIO INTERMAXILAR	1227.66	1227.66
30207134	FRATURAS ALVEOLARES - FIXACAO COM APARELHO E CONTENCAO	364.99	364.99
30207142	FRATURA DE MAXILA, TIPO LEFORT I E II - REDUCAO E APLICACAO DE LEVANTAMENTO ZIGOMATICO-MAXILAR COM BLOQUEIO INTERMAXILAR EVENTUAL	901.72	901.72
30207150	FRATURA DE MAXILA, TIPO LEFORT III - REDUCAO E APLICACAO DE LEVANTAMENTO CRANIO-MAXILAR COM BLOQUEIO INTERMAXILAR EVENTUAL	913.55	913.55
30207169	FRATURA LEFORT I - FIXACAO CIRURGICA COM SINTESE OSSEA, LEVANTAMENTO E BLOQUEIO INTERMAXILAR EVENTUAL	901.72	901.72
30207177	FRATURA LEFORT II - FIXACAO CIRURGICA COM SINTESE OSSEA, LEVANTAMENTO E BLOQUEIO INTERMAXILAR EVENTUAL	901.72	901.72
30207185	FRATURA LEFORT III - FIXACAO CIRURGICA COM SINTESE OSSEA, LEVANTAMENTO CRANIO-MAXILAR E BLOQUEIO INTERMAXILAR EVENTUAL	1102.33	1102.33
30207193	FRATURAS MULTIPLAS DE TERCO MEDIO DA FACE FIXACAO CIRURGICA COM SINTESE OSSEA, LEVANTAMENTO CRANIO MAXILAR E BLOQUEIO INTERMAXILAR	1365.01	1365.01
30207207	FRATURAS COMPLEXAS DO TERCO MEDIO DA FACE, FIXACAO CIRURGICA COM SINTESE, LEVANTAMENTO CRANIO-MAXILAR, ENXERTO OSSEO, HALO CRANIANO EVENTUAL	1365.01	1365.01
30207215	RETIRADA DOS MEIOS DE FIXACAO NA FACE	192.33	192.33
30207223	TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS	290.55	290.55
30207231	REDUCAO DE LUXACAO DA ATM	372.72	372.72
30208017	ARTROPLASTIA PARA LUXACAO RECIDIVANTE DA ARTICULACAO TEMPORO-MANDIBULAR	905.21	905.21
30208025	OSTEOPLASTIA PARA PROGNATISMO, MICROGNATISMO OU LATEROGNATISMO	905.21	905.21
30208033	OSTEOTOMIAS ALVEOLO PALATINAS	936.90	936.90
30208041	OSTEOTOMIAS SEGMENTARES DA MAXILA OU MALAR	905.21	905.21
30208050	OSTEOTOMIA TIPO LEFORT I	940.91	940.91
30208068	OSTEOTOMIA TIPO LEFORT II	1141.69	1141.69
30208076	OSTEOTOMIA TIPO LEFORT III - EXTRACRANIANA	1185.33	1185.33
30208084	OSTEOTOMIA CRANIO-MAXILARES COMPLEXAS	1379.49	1379.49
30208092	REDUCAO SIMPLES DA LUXACAO DA ARTICULACAO TEMPORO-MANDIBULAR COM FIXACAO INTERMAXILAR	608.13	608.13
30208106	RECONSTRUCAO PARCIAL DA MANDIBULA COM ENXERTO OSSEO	1145.24	1145.24
30208114	RECONSTRUCAO TOTAL DE MANDIBULA COM PROTESE E OU ENXERTO OSSEO	1337.15	1337.15
30208122	TRATAMENTO CIRURGICO DE ANQUILOSE DA ARTICULACAO TEMPORO MANDIBULAR	1365.01	1365.01
30208130	TRANSLOCACAO ETMOIDO ORBITAL PARA TRATAMENTO DO HIPERTELORISMO MIOCUTANEO ASSOCIADO A EXPANSOR DE TECIDO - POR LADO	3087.02	3087.02
30208149	TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXACAO DA ARTICULACAO TEMPORO-MANDIBULAR POR ARTROSCOPIA	973.59	973.59
30208157	OSTEOTOMIA DA MANDIBULA E/OU MAXILA COM APLICACAO DE OSTEODISTRATOR	916.99	916.99
30209013	OSTEOPLASTIAS ETMOIDO ORBITAIS	1141.69	1141.69
30209021	OSTEOPLASTIAS DE MANDIBULA	996.51	996.51
30209030	OSTEOPLASTIAS DO ARCO ZIGOMATICO	901.72	901.72
30209048	OSTEOPLASTIAS DA ORBITA	1227.66	1227.66
30209056	CORRECAO CIRURGICA DE DEPRESSAO (AFUNDAMENTO) DA REGIAO FRONTAL	1128.26	1128.26
30210011	HEMIATROFIA FACIAL, CORRECAO COM ENXERTO DE GORDURA OU IMPLANTE	970.37	970.37
30210020	CORRECAO DE TUMORES, CICATRIZES OU FERIMENTOS COM O AUXILIO DE EXPANSORES DE TECIDOS - POR ESTAGIO	878.50	878.50
30210038	PARALISIA FACIAL - REANIMACAO COM O MUSCULO TEMPORAL (REGIAO ORAL), SEM NEUROTIZACAO	844.15	844.15
30210046	PARALISIA FACIAL - REANIMACAO COM O MUSCULO TEMPORAL (REGIAO ORBITAL), SEM NEUROTIZACAO	820.03	820.03
30210054	PARALISIA FACIAL - REANIMACAO COM O MUSCULO TEMPORAL (REGIAO ORAL) COM NEUROTIZACAO	1556.37	1556.37
30210062	PARALISIA FACIAL - REANIMACAO COM O MUSCULO TEMPORAL (REGIAO ORBITAL E ORAL) COM NEUROTIZACAO	1619.70	1619.70
30210070	RECONSTRUCAO COM RETALHOS AXIAIS SUPRA-ORBITAIS E SUPRATROCLEARES	792.38	792.38
30210089	RECONSTRUCAO COM RETALHO AXIAL DA ARTERIA TEMPORAL SUPERFICIAL	792.38	792.38
30210097	RECONSTRUCAO COM RETALHOS EM VY DE PEDICULO SUBARTERIAL	792.38	792.38
30210100	RECONSTRUCAO COM ROTACAO DO MUSCULO TEMPORAL	965.77	965.77
30210119	EXERESE DE TUMOR MALIGNO DE PELE	224.44	224.44
30210127	EXERESE DE TUMOR BENIGNO, CISTO OU FISTULA	189.45	189.45
30211018	BIOPSIA DE MANDIBULA	242.52	242.52
30211034	RESSECCAO DE TUMOR DE MANDIBULA COM DESARTICULACAO DE ATM	882.78	882.78
30211042	HEMIMANDIBULECTOMIA OU RESSECCAO SEGMENTAR OU SECCIONAL DA MANDIBULA	975.10	975.10
30211050	MANDIBULECTOMIA TOTAL	1128.48	1128.48
30211069	MANDIBULECTOMIA COM OU SEM ESVAZIAMENTO ORBITARIO ERINOTOMIA LATERAL	719.72	719.72
30212014	CERVICOTOMIA EXPLORADORA	699.82	699.82
30212022	DRENAGEM DE ABSCESSO CERVICAL PROFUNDO	422.38	422.38
30212030	ESVAZIAMENTO CERVICAL RADICAL (ESPECIFICAR O LADO)	936.38	936.38
30212049	ESVAZIAMENTO CERVICAL RADICAL AMPLIADO	1130.85	1130.85
30212057	ESVAZIAMENTO CERVICAL SELETIVO (ESPECIFICAR O LADO)	730.19	730.19
30212065	EXERESE DE CISTO BRANQUIAL	623.50	623.50
30212073	EXERESE DE CISTO TIREOGLOSSO	623.50	623.50
30212081	EXERESE DE TUMOR BENIGNO, CISTO OU FISTULA CERVICAL	530.62	530.62
30212090	LINFADENECTOMIA PROFUNDA	429.52	429.52
30212103	LINFADENECTOMIA SUPERFICIAL	193.58	193.58
30212111	NEUROBLASTOMA CERVICAL - EXERESE	1458.55	1458.55
30212120	PUNCAO-BIOPSIA DE PESCOCO	76.92	76.92
30212138	RECONSTRUCAO DE ESOFAGO CERVICAL	970.42	970.42
30212146	RESSECCAO DE TUMOR DE CORPO CAROTIDEO	1355.61	1355.61
30212154	RETRACAO CICATRICIAL CERVICAL - POR ESTAGIO	918.79	918.79
30212162	RETRACAO CICATRICIAL CERVICAL COM EMPREGO DE EXPANSORES DE TECIDO - POR ESTAGIO	903.69	903.69
30212170	TORCICOLO CONGENITO - TRATAMENTO CIRURGICO	792.38	792.38
30212189	TRATAMENTO CIRURGICO DA LIPOMATOSE CERVICAL	623.50	623.50
30212197	TRATAMENTO CIRURGICO DE FISTULA COM RETALHO CUTANEO	373.67	373.67
30213010	BIOPSIA DE TIREOIDE	153.23	153.23
30213029	BOCIO MERGULHANTE: EXTIRPACAO POR ACESSO CERVICO-TORACICO	1227.66	1227.66
30213037	ISTMECTOMIA OU NODULECTOMIA	364.99	364.99
30213045	TIREOIDECTOMIA PARCIAL	721.51	721.51
30213053	TIREOIDECTOMIA TOTAL	849.10	849.10
30214017	BIOPSIA DE PARATIREOIDE	551.76	551.76
30214025	PARATIREOIDECTOMIA COM TORACOTOMIA	1227.66	1227.66
30214033	REIMPLANTE DE PARATIREOIDE PREVIAMENTE PRESERVADA	424.15	424.15
30214041	TRATAMENTO CIRURGICO DO HIPERPARATIREOIDISMO PRIMARIO	788.61	788.61
30214050	TRATAMENTO CIRURGICO DO HIPERPARATIREOIDISMO SECUNDARIO	1141.69	1141.69
30214068	PARATIREOIDECTOMIA TOTAL COM REIMPLANTE PRIMARIO DE PARATIREOIDE	770.48	770.48
30215013	CRANIOPLASTIA	897.43	897.43
30215021	CRANIOTOMIA DESCOMPRESSIVA	1068.24	1068.24
30215030	CRANIOTOMIA PARA TUMORES OSSEOS	788.61	788.61
30215048	RECONSTRUCAO CRANIANA OU CRANIOFACIAL	1555.20	1555.20
30215056	RETIRADA DE CRANIOPLASTIA	703.17	703.17
30215072	TRATAMENTO CIRURGICO DA CRANIOSSINOSTOSE	839.81	839.81
30215080	TRATAMENTO CIRURGICO DA FRATURA DO CRANIO - AFUNDAMENTO	970.37	970.37
30215099	TRATAMENTO CIRURGICO DA OSTEOMIELITE DE CRANIO	790.38	790.38
30301017	ABSCESSO DE PALPEBRA - DRENAGEM	76.54	76.54
30301025	BIOPSIA DE PALPEBRA	95.50	95.50
30301033	BLEFARORRAFIA	177.40	177.40
30301041	CALAZIO - EXERESE	95.50	95.50
30301050	CANTOPLASTIA LATERAL	368.52	368.52
30301068	CANTOPLASTIA MEDIAL	368.52	368.52
30301076	COLOBOMA - COM PLASTICA	529.95	529.95
30301084	CORRECAO CIRURGICA DE ECTROPIO OU ENTROPIO	471.38	471.38
30301114	EPICANTO - CORRECAO CIRURGICA - UNILATERAL	395.07	395.07
30301122	EPILACAO	55.39	55.39
30301130	EPILACAO DE CILIOS (DIATERMO-COAGULACAO)	190.35	190.35
30301149	FISSURA PALPEBRAL - CORRECAO CIRURGICA	551.76	551.76
30301157	LAGOFTALMO - CORRECAO CIRURGICA	464.58	464.58
30301165	PALPEBRA - RECONSTRUCAO PARCIAL (COM OU SEM RESSECCAO DE TUMOR)	336.96	336.96
30301173	PALPEBRA - RECONSTRUCAO TOTAL (COM OU SEM RESSECCAO DE TUMOR) - POR ESTAGIO	652.61	652.61
30301181	PTOSE PALPEBRAL - CORRECAO CIRURGICA - UNILATERAL	549.14	549.14
30301190	RESSECCAO DE TUMORES PALPEBRAIS	200.54	200.54
30301203	RETRACAO PALPEBRAL - CORRECAO CIRURGICA	495.79	495.79
30301211	SIMBLEFARO COM OU SEM ENXERTO - CORRECAO CIRURGICA	466.81	466.81
30301220	SUPERCILIO - RECONSTRUCAO TOTAL	611.11	611.11
30301238	SUTURA DE PALPEBRA	164.50	164.50
30301246	TARSORRAFIA	283.17	283.17
30301254	TELECANTO - CORRECAO CIRURGICA - UNILATERAL	379.64	379.64
30301262	TRIQUIASE COM OU SEM ENXERTO	364.99	364.99
30302013	CORRECAO DA ENOFTALMIA	761.10	761.10
30302021	DESCOMPRESSAO DE ORBITA OU NERVO OTICO	874.31	874.31
30302030	EXENTERACAO COM OSTEOTOMIA	1195.57	1195.57
30302048	EXENTERACAO DE ORBITA	1021.34	1021.34
30302056	EXERESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLOGICA TEMPO FACIAL PALPEBRA, CAVIDADE ORBITARIA E OLHOS	1418.59	1418.59
30302064	FRATURA DE ORBITA - REDUCAO CIRURGICA	897.43	897.43
30302072	FRATURA DE ORBITA - REDUCAO CIRURGICA E ENXERTO OSSEO	1068.24	1068.24
30302080	IMPLANTE SECUNDARIO DE ORBITA	337.91	337.91
30302099	MICROCIRURGIA PARA TUMORES ORBITARIOS	1430.95	1430.95
30302102	RECONSTITUICAO DE PAREDES ORBITARIAS	1040.61	1040.61
30302110	RECONSTRUCAO PARCIAL DE CAVIDADE ORBITAL - POR ESTAGIO	839.81	839.81
30302129	RECONSTRUCAO TOTAL DA CAVIDADE ORBITAL - POR ESTAGIO	970.37	970.37
30302137	TUMOR DE ORBITA - EXERESE	1068.24	1068.24
30303010	AUTOTRANSPLANTE CONJUNTIVAL	223.18	223.18
30303028	BIOPSIA DE CONJUNTIVA	64.04	64.04
30303036	ENXERTO DE MEMBRANA AMNIOTICA	191.59	191.59
30303044	INFILTRACAO SUBCONJUNTIVAL	33.46	33.46
30303052	PLASTICA DE CONJUNTIVA	312.52	312.52
30303060	PTERIGIO - EXERESE	217.66	217.66
30303079	RECONSTITUICAO DE FUNDO DE SACO	464.58	464.58
30303087	SUTURA DE CONJUNTIVA	145.09	145.09
30303109	TUMOR DE CONJUNTIVA - EXERESE	557.39	557.39
30304016	CAUTERIZACAO DE CORNEA	64.04	64.04
30304024	CERATECTOMIA SUPERFICIAL - MONOCULAR	205.82	205.82
30304032	CORPO ESTRANHO DA CORNEA - RETIRADA	64.04	64.04
30304040	PTK CERATECTOMIA FOTOTERAPEUTICA - MONOCULAR	727.18	727.18
30304059	RECOBRIMENTO CONJUNTIVAL	214.56	214.56
30304067	SUTURA DE CORNEA (COM OU SEM HERNIA DE IRIS)	407.64	407.64
30304075	TARSOCONJUNTIVOCERATOPLASTIA	703.17	703.17
30304091	FOTOABLACAO DE SUPERFICIE CONVENCIONAL - PRK	555.35	555.35
30304105	DELAMINACAO CORNEANA COM FOTOABLACAO ESTROMAL - LASIK	786.04	786.04
30305012	PARACENTESE DA CAMARA ANTERIOR	145.09	145.09
30305020	RECONSTRUCAO DA CAMARA ANTERIOR	970.37	970.37
30305039	REMOCAO DE HIFEMA	703.17	703.17
30305047	RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR	699.82	699.82
30306019	CAPSULOTOMIA YAG OU CIRURGICA	343.65	343.65
30306027	FACECTOMIA COM LENTE INTRA-OCULAR COM FACOEMULSIFICACAO	1191.27	1191.27
30306035	FACECTOMIA COM LENTE INTRA-OCULAR SEM FACOEMULSIFICACAO	1112.31	1112.31
30306043	FACECTOMIA SEM IMPLANTE	703.17	703.17
30306051	FIXACAO IRIANA DE LENTE INTRA-OCULAR	703.17	703.17
30306060	IMPLANTE SECUNDARIO / EXPLANTE / FIXACAO ESCLERAL OU IRIANA	699.82	699.82
30306078	REMOCAO DE PIGMENTOS DA LENTE INTRA-OCULAR COM YAG-LASER	345.29	345.29
30306116	REPOSICIONAMENTO DE LENTES INTRAOCULARES	665.73	665.73
30307015	BIOPSIA DE TUMOR VIA PARS PLANA	309.71	309.71
30307023	BIOPSIA DE VITREO VIA PARS PLANA	292.46	292.46
30307031	ENDOLASER/ENDODIATERMIA	337.94	337.94
30307040	IMPLANTE DE SILICONE INTRAVITREO	542.20	542.20
30307058	INFUSAO DE PERFLUOCARBONO	337.94	337.94
30307066	MEMBRANECTOMIA EPI OU SUB-RETINIANA	699.82	699.82
30307074	RETIRADA DE CORPO ESTRANHO DO CORPO VITREO	699.82	699.82
30307082	RETIRADA DE OLEO DE SILICONE VIA PARS PLANA	839.81	839.81
30307090	TROCA FLUIDO GASOSA	320.37	320.37
30307104	VITRECTOMIA A CEU ABERTO - CERATOPROTESE	1088.92	1088.92
30307112	VITRECTOMIA ANTERIOR	998.25	998.25
30307120	VITRECTOMIA VIAS PARS PLANA	1150.36	1150.36
30308011	BIOPSIA DE ESCLERA	145.09	145.09
30308020	ENXERTO DE ESCLERA QUALQUER TECNICA	970.37	970.37
30308038	SUTURA DE ESCLERA	703.17	703.17
30308046	EXERESE DE TUMOR DE ESCLERA	190.21	190.21
30309018	ENUCLEACAO OU EVISCERACAO COM OU SEM IMPLANTE	635.71	635.71
30309026	INJECAO RETROBULBAR	73.13	73.13
30309034	RECONSTITUICAO DE GLOBO OCULAR COM LESAO DE ESTRUTURAS INTRA-OCULARES	970.37	970.37
30310016	BIOPSIA DE IRIS E CORPO CILIAR	273.40	273.40
30310024	CICLOTERAPIA - QUALQUER TECNICA	315.52	315.52
30310032	CIRURGIAS FISTULIZANTES ANTIGLAUCOMATOSAS	757.49	757.49
30310040	CIRURGIA FISTULIZANTE COM IMPLANTE DE DRENAGEM	865.85	865.85
30310059	DRENAGEM DE DESCOLAMENTO DE COROIDE	458.86	458.86
30310067	FOTOTRABECULOPLASTIA LASER	701.41	701.41
30310075	GONIOTOMIA OU TRABECULOTOMIA	874.31	874.31
30310083	IRIDECTOMIA (LASER OU CIRURGICA)	337.94	337.94
30310091	IRIDOCICLECTOMIA	1068.24	1068.24
30310105	SINEQUIOTOMIA (CIRURGICA)	457.29	457.29
30310113	SINEQUIOTOMIA (LASER)	457.29	457.29
30310148	SUTURA DE IRIS - PUPILOPLASTIA	290.76	290.76
30310156	REVISAO DE CIRURGIA FISTULIZANTE ANTIGLAUCOMATOSA	546.59	546.59
30310172	CIRURGIA ANTIGLAUCOMATOSA VIA ANGULAR, COM IMPLANTE DE DRENAGEM, POR TECNICA MINIMAMENTE INVASIVA	827.84	827.84
30311012	BIOPSIA DE MUSCULOS	145.09	145.09
30311020	CIRURGIA COM SUTURA AJUSTAVEL	626.48	626.48
30311039	ESTRABISMO CICLO VERTICAL/TRANSPOSICAO - MONOCULAR - TRATAMENTO CIRURGICO	740.19	740.19
30311047	ESTRABISMO HORIZONTAL - MONOCULAR - TRATAMENTO CIRURGICO	714.48	714.48
30311055	INJECAO DE TOXINA BOTULINICA - MONOCULAR	206.81	206.81
30311063	CIRURGIA DE NISTAGMO	596.10	596.10
30312019	APLICACAO DE PLACA RADIATIVA EPISCLERAL	632.89	632.89
30312027	BIOPSIA DE RETINA	326.62	326.62
30312035	EXERESE DE TUMOR DE COROIDE E/OU CORPO CILIAR	1004.62	1004.62
30312043	FOTOCOAGULACAO (LASER) - POR SESSAO - MONOCULAR	343.65	343.65
30312051	INFUSAO DE GAS EXPANSOR	254.64	254.64
30312060	PANCRIOTERAPIA PERIFERICA	551.76	551.76
30312078	REMOCAO DE IMPLANTE EPISCLERAL	246.09	246.09
30312086	RETINOPEXIA COM INTROFLEXAO ESCLERAL	970.37	970.37
30312094	RETINOPEXIA PNEUMATICA	549.14	549.14
30312108	RETINOPEXIA PROFILATICA CRIOPEXIA	283.17	283.17
30313015	CIRURGIA DA GLANDULA LACRIMAL	560.36	560.36
30313023	DACRIOCISTECTOMIA - UNILATERAL	551.76	551.76
30313031	DACRIOCISTORRINOSTOMIA COM OU SEM INTUBACAO - UNILATERAL	839.81	839.81
30313040	FECHAMENTO DOS PONTOS LACRIMAIS	64.04	64.04
30313058	RECONSTITUICAO DE VIAS LACRIMAIS COM SILICONE OU OUTRO MATERIAL	570.70	570.70
30313066	SONDAGEM DAS VIAS LACRIMAIS - COM OU SEM LAVAGEM	85.41	85.41
30313074	RECONSTITUICAO DE PONTOS LACRIMAIS	95.10	95.10
30401011	BIOPSIA DE PAVILHAO AURICULAR	135.25	135.25
30401020	EXERESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLOGICA PAVILHAO AURICULAR TEMPO FACIAL	1585.77	1585.77
30401038	EXERESE DE TUMOR COM FECHAMENTO PRIMARIO	207.82	207.82
30401046	OUTROS DEFEITOS CONGENITOS QUE NAO A MICROTIA	970.37	970.37
30401054	RECONSTRUCAO DE ORELHA - RETOQUES	363.25	363.25
