codigo	nome	valor_individual	valor_empresarial
31102433	URETEROTOMIA INTERNA PERCUTANEA UNILATERAL	982.53	982.53
31102441	URETEROTOMIA INTERNA URETEROSCOPICA FLEXIVEL UNILATERAL	558.05	558.05
31102450	URETEROTOMIA INTERNA URETEROSCOPICA RIGIDA UNILATERAL	448.56	448.56
31102468	URETEROURETEROCISTONEOSTOMIA	1141.69	1141.69
31102476	URETEROURETEROSTOMIA UNILATERAL	978.55	978.55
31102492	URETEROLITOTOMIA LAPAROSCOPICA UNILATERAL	600.95	600.95
31102506	URETEROLISE LAPAROSCOPICA UNILATERAL	456.95	456.95
31102514	URETEROURETEROSTOMIA LAPAROSCOPICA UNILATERAL	1081.69	1081.69
31102522	URETEROPLASTIA LAPAROSCOPICA UNILATERAL	1201.31	1201.31
31102530	CORRECAO LAPAROSCOPICA DE REFLUXO VESICO-URETERAL UNILATERAL	1140.17	1140.17
31102549	REIMPLANTE URETERO-VESICAL LAPAROSCOPICO UNILATERAL	1201.31	1201.31
31102557	REIMPLANTE URETEROINTESTINAL LAPAROSCOPICO UNILATERAL	1180.83	1180.83
31102565	URETERORRENOLITOTRIPSIA RIGIDA UNILATERAL A LASER	1175.21	1175.21
31103014	AMPLIACAO VESICAL	1414.96	1414.96
31103022	BEXIGA PSOICA - TRATAMENTO CIRURGICO	843.82	843.82
31103030	BIOPSIA ENDOSCOPICA DE BEXIGA INCLUI CISTOSCOPIA	228.25	228.25
31103049	BIOPSIA VESICAL A CEU ABERTO	364.99	364.99
31103057	CALCULO VESICAL - EXTRACAO ENDOSCOPICA	533.20	533.20
31103065	CISTECTOMIA PARCIAL	1068.24	1068.24
31103073	CISTECTOMIA RADICAL (INCLUI PROSTATA OU UTERO)	1619.70	1619.70
31103081	CISTECTOMIA TOTAL	1196.78	1196.78
31103090	CISTOLITOTOMIA	441.62	441.62
31103103	CISTOLITOTRIPSIA EXTRACORPOREA - 1A SESSAO	720.95	720.95
31103111	CISTOLITOTRIPSIA EXTRACORPOREA - REAPLICACOES (ATE 3 MESES)	272.77	272.77
31103138	CISTOLITOTRIPSIA PERCUTANEA (U.S., E.H., E.C.)	1330.66	1330.66
31103146	CISTOLITOTRIPSIA TRANSURETRAL U.S., E.H., E.C.	420.18	420.18
31103154	CISTOPLASTIA REDUTORA	952.69	952.69
31103162	CISTORRAFIA (TRAUMA)	757.49	757.49
31103170	CISTOSTOMIA CIRURGICA	363.25	363.25
31103189	CISTOSTOMIA COM PROCEDIMENTO ENDOSCOPICO	401.42	401.42
31103197	CISTOSTOMIA POR PUNCAO COM TROCATER	364.99	364.99
31103200	COLO DE DIVERTICULO - RESSECCAO ENDOSCOPICA	726.22	726.22
31103219	COLO VESICAL - RESSECCAO ENDOSCOPICA	520.47	520.47
31103227	CORPO ESTRANHO - EXTRACAO CIRURGICA	347.60	347.60
31103235	CORPO ESTRANHO - EXTRACAO ENDOSCOPICA	379.32	379.32
31103243	DIVERTICULECTOMIA VESICAL	805.99	805.99
31103251	ENTEROCISTOPLASTIA (AMPLIACAO VESICAL)	1309.13	1309.13
31103260	EXTROFIA EM CLOACA - TRATAMENTO CIRURGICO	2952.58	2952.58
31103278	EXTROFIA VESICAL - TRATAMENTO CIRURGICO	2553.86	2553.86
31103286	FISTULA VESICO-CUTANEA - TRATAMENTO CIRURGICO	843.82	843.82
31103294	FISTULA VESICO-ENTERICA - TRATAMENTO CIRURGICO	1068.24	1068.24
31103308	FISTULA VESICO-RETAL - TRATAMENTO CIRURGICO	1068.24	1068.24
31103316	FISTULA VESICO-UTERINA - TRATAMENTO CIRURGICO	1026.28	1026.28
31103324	FISTULA VESICO-VAGINAL - TRATAMENTO CIRURGICO	1068.24	1068.24
31103332	INCONTINENCIA URINARIA - SLING VAGINAL OU ABDOMINAL	734.95	734.95
31103340	INCONTINENCIA URINARIA - SUSPENSAO ENDOSCOPICA DE COLO	554.41	554.41
31103359	INCONTINENCIA URINARIA - TRATAMENTO CIRURGICO SUPRA-PUBICO	790.38	790.38
31103367	INCONTINENCIA URINARIA - TRATAMENTO ENDOSCOPICO (INJECAO)	548.08	548.08
31103375	INCONTINENCIA URINARIA COM COLPOPLASTIA ANTERIOR - TRATAMENTO CIRURGICO (COM OU SEM USO DE PROTESE)	839.00	839.00
31103383	POLIPOS VESICAIS - RESSECCAO CIRURGICA	740.16	740.16
31103391	POLIPOS VESICAIS - RESSECCAO ENDOSCOPICA	689.33	689.33
31103405	PUNCAO E ASPIRACAO VESICAL	102.66	102.66
31103413	REIMPLANTE URETERO-VESICAL A BOARI	970.42	970.42
31103430	RETENCAO POR COAGULO - ASPIRACAO VESICAL	85.41	85.41
31103448	TUMOR VESICAL - FOTOCOAGULACAO A LASER	374.78	374.78
31103456	TUMOR VESICAL - RESSECCAO ENDOSCOPICA	648.58	648.58
31103464	VESICOSTOMIA CUTANEA	506.44	506.44
31103472	RETIRADA ENDOSCOPICA DE DUPLO J	169.67	169.67
31103480	NEOBEXIGA CUTANEA CONTINENTE	1451.47	1451.47
31103499	NEOBEXIGA RETAL CONTINENTE	2268.45	2268.45
31103502	NEOBEXIGA URETRAL CONTINENTE	1341.94	1341.94
31103510	CORRECAO LAPAROSCOPICA DE INCONTINENCIA URINARIA	861.21	861.21
31103529	CISTECTOMIA PARCIAL LAPAROSCOPICA	1175.21	1175.21
31103537	CISTECTOMIA RADICAL LAPAROSCOPICA INCLUI PROSTATA OU UTERO	1773.36	1773.36
31103545	NEOBEXIGA LAPAROSCOPICA	2570.25	2570.25
31103553	DIVERTICULECTOMIA VESICAL LAPAROSCOPICA	864.38	864.38
31103561	CISTOLITOTRIPSIA A LASER	717.69	717.69
31103570	COLO VESICAL - RESSECCAO CIRURGICA	412.12	412.12
31104010	ABSCESSO PERIURETRAL - TRATAMENTO CIRURGICO	145.09	145.09
31104029	BIOPSIA ENDOSCOPICA DE URETRA	217.66	217.66
31104037	CORPO ESTRANHO OU CALCULO - EXTRACAO CIRURGICA	364.99	364.99
31104045	CORPO ESTRANHO OU CALCULO - EXTRACAO ENDOSCOPICA	331.85	331.85
31104053	DIVERTICULO URETRAL - TRATAMENTO CIRURGICO	757.49	757.49
31104061	ELETROCOAGULACAO ENDOSCOPICA	320.92	320.92
31104070	ESFINCTEROTOMIA - URETRA	273.74	273.74
31104088	FISTULA URETRO-CUTANEA - CORRECAO CIRURGICA	757.49	757.49
31104096	FISTULA URETRO-RETAL - CORRECAO CIRURGICA	1063.10	1063.10
31104100	FISTULA URETRO-VAGINAL - CORRECAO CIRURGICA	933.66	933.66
31104118	INCONTINENCIA URINARIA MASCULINA - TRATAMENTO CIRURGICO (EXCLUI IMPLANTE DE ESFINCTER ARTIFICIAL)	1068.24	1068.24
31104126	INJECOES PERIURETRAIS INCLUINDO URETROCISTOCOPIA POR TRATAMENTO	213.60	213.60
31104134	MEATOPLASTIA (RETALHO CUTANEO)	422.38	422.38
31104142	MEATOTOMIA URETRAL	181.99	181.99
31104150	NEOURETRA PROXIMAL (CISTOURETROPLASTIA)	1068.24	1068.24
31104169	RESSECCAO DE CARUNCULA	190.45	190.45
31104177	RESSECCAO DE VALVULA URETRAL POSTERIOR	1032.30	1032.30
31104185	TUMOR URETRAL - EXCISAO	424.15	424.15
31104193	URETROPLASTIA ANTERIOR	757.49	757.49
31104207	URETROPLASTIA POSTERIOR	1068.24	1068.24
31104215	URETROSTOMIA	364.99	364.99
31104223	URETROTOMIA INTERNA	290.55	290.55
31104231	URETROTOMIA INTERNA COM PROTESE ENDOURETRAL	697.31	697.31
31104240	URETRECTOMIA TOTAL	689.02	689.02
31104274	INCONTINENCIA URINARIA MASCULINA - SLING	1068.24	1068.24
31104282	INCONTINENCIA URINARIA MASCULINA - ESFINCTER ARTIFICIAL	919.71	919.71
31201016	ABLACAO PROSTATICA A LASER POR VIA ENDOSCOPICA	1067.54	1067.54
31201024	ABSCESSO DE PROSTATA - DRENAGEM	420.03	420.03
31201032	BIOPSIA PROSTATICA - ATE 8 FRAGMENTOS	190.45	190.45
31201040	BIOPSIA PROSTATICA - MAIS DE 8 FRAGMENTOS	214.56	214.56
31201059	ELETROVAPORIZACAO DE PROSTATA	973.10	973.10
31201067	HEMORRAGIA DA LOJA PROSTATICA - EVACUACAO E IRRIGACAO	189.45	189.45
31201075	HEMORRAGIA DA LOJA PROSTATICA - REVISAO ENDOSCOPICA	490.97	490.97
31201091	HIPERTROFIA PROSTATICA - IMPLANTE DE PROTESE	344.00	344.00
31201105	HIPERTROFIA PROSTATICA - TRATAMENTO POR DILATACAO	191.74	191.74
31201113	PROSTATAVESICULECTOMIA RADICAL	1451.47	1451.47
31201121	PROSTATECTOMIA A CEU ABERTO	1141.69	1141.69
31201130	RESSECCAO ENDOSCOPICA DA PROSTATA	1062.35	1062.35
31201148	PROSTATAVESICULECTOMIA RADICAL LAPAROSCOPICA	1612.17	1612.17
31201180	PROTATAVESICULECTOMIA RADICAL ROBOTICA	4836.51	4836.51
31202012	BIOPSIA ESCROTAL	157.48	157.48
31202020	DRENAGEM DE ABSCESSO - ESCROTO	95.50	95.50
31202039	ELEFANTIASE PENO-ESCROTAL - TRATAMENTO CIRURGICO	874.83	874.83
31202047	EXERESE DE CISTO ESCROTAL	181.99	181.99
31202055	PLASTICA ESCROTAL	332.10	332.10
31202063	RECONSTRUCAO DA BOLSA ESCROTAL COM RETALHO INGUINAL PEDICULADO - POR ESTAGIO	874.31	874.31
31202071	RESSECCAO PARCIAL DA BOLSA ESCROTAL	422.38	422.38
31203019	AUTOTRANSPLANTE DE UM TESTICULO	2429.70	2429.70
31203027	BIOPSIA UNILATERAL DE TESTICULO	181.99	181.99
31203035	ESCROTO AGUDO - EXPLORACAO CIRURGICA	757.49	757.49
31203043	HIDROCELE UNILATERAL - CORRECAO CIRURGICA	214.56	214.56
31203051	IMPLANTE DE PROTESE TESTICULAR UNILATERAL	363.25	363.25
31203060	ORQUIDOPEXIA UNILATERAL	774.65	774.65
31203078	ORQUIECTOMIA UNILATERAL	439.54	439.54
31203086	PUNCAO DA VAGINAL	85.41	85.41
31203094	REPARACAO PLASTICA (TRAUMA)	703.17	703.17
31203108	TORCAO DE TESTICULO - CURA CIRURGICA	757.49	757.49
31203116	TUMOR DE TESTICULO - RESSECCAO	422.38	422.38
31203124	VARICOCELE UNILATERAL - CORRECAO CIRURGICA	443.85	443.85
31203132	ORQUIDOPEXIA LAPAROSCOPICA UNILATERAL	852.22	852.22
31203140	ORQUIECTOMIA INTRA-ABDOMINAL LAPAROSCOPICA UNILATERAL	485.94	485.94
31203167	TUMOR TESTICULAR NA CRIANCA	403.84	403.84
31204015	BIOPSIA DE EPIDIDIMO	181.99	181.99
31204023	DRENAGEM DE ABSCESSO - EPIDIDIMO	174.54	174.54
31204031	EPIDIDIMECTOMIA UNILATERAL	267.99	267.99
31204040	EPIDIDIMOVASOPLASTIA UNILATERAL	617.42	617.42
31204058	EPIDIDIMOVASOPLASTIA UNILATERAL MICROCIRURGICA	745.61	745.61
31204066	EXERESE DE CISTO UNILATERAL	205.82	205.82
31205011	ESPERMATOCELECTOMIA UNILATERAL	214.56	214.56
31205020	EXPLORACAO CIRURGICA DO DEFERENTE UNILATERAL	214.56	214.56
31205038	RECANALIZACAO DOS DUCTUS DEFERENTES	498.30	498.30
31205046	VASECTOMIA UNILATERAL	214.56	214.56
31205070	CIRURGIA ESTERILIZADORA MASCULINA	406.29	406.29
31206018	AMPUTACAO PARCIAL	794.16	794.16
31206026	AMPUTACAO TOTAL	734.27	734.27
31206034	BIOPSIA PENIANA	173.72	173.72
31206042	DOENCA DE PEYRONIE - TRATAMENTO CIRURGICO	790.38	790.38
31206050	ELETROCOAGULACAO DE LESOES CUTANEAS	86.83	86.83
31206069	EMASCULACAO	1063.25	1063.25
31206077	EPISPADIA - RECONSTRUCAO POR ETAPA	1160.05	1160.05
31206085	EPISPADIA COM INCONTINENCIA - TRATAMENTO CIRURGICO	1335.98	1335.98
31206093	FRATURA DE PENIS - TRATAMENTO CIRURGICO	430.32	430.32
31206107	HIPOSPADIA - POR ESTAGIO - TRATAMENTO CIRURGICO	897.43	897.43
31206115	HIPOSPADIA DISTAL - TRATAMENTO EM 1 TEMPO - TRATAMENTO CIRURGICO	970.37	970.37
31206123	HIPOSPADIA PROXIMAL - TRATAMENTO EM 1 TEMPO - TRATAMENTO CIRURGICO	1158.27	1158.27
31206140	IMPLANTE DE PROTESE SEMI-RIGIDA EXCLUI PROTESES INFLAVEIS	439.54	439.54
31206158	NEOFALOPLASTIA - POR ESTAGIO	878.50	878.50
31206166	NEOFALOPLASTIA COM RETALHO INGUINAL PEDICULADO COM RECONSTRUCAO URETRAL - POR ESTAGIO	940.47	940.47
31206174	PARAFIMOSE - REDUCAO MANUAL OU CIRURGICA	181.99	181.99
31206182	PENIS CURVO CONGENITO - TRATAMENTO CIRURGICO	970.37	970.37
31206190	PLASTICA - RETALHO CUTANEO A DISTANCIA	790.38	790.38
31206204	PLASTICA DE CORPO CAVERNOSO	757.49	757.49
31206212	PLASTICA DO FREIO BALANO-PREPUCIAL	181.99	181.99
31206220	POSTECTOMIA	319.86	319.86
31206239	PRIAPISMO - TRATAMENTO CIRURGICO	761.10	761.10
31206247	RECONSTRUCAO DE PENIS COM ENXERTO - PLASTICA TOTAL	1025.67	1025.67
31206255	REIMPLANTE DO PENIS	3323.35	3323.35
31206263	REVASCULARIZACAO PENIANA	1227.66	1227.66
31301010	BARTOLINECTOMIA UNILATERAL	257.70	257.70
31301029	BIOPSIA DE VULVA	86.45	86.45
31301037	CAUTERIZACAO QUIMICA, OU ELETROCAUTERIZACAO, OU CRIOCAUTERIZACAO DE LESOES DA VULVA (POR GRUPO DE ATE 5 LESOES)	86.86	86.86
31301045	CLITORECTOMIA (PARCIAL OU TOTAL)	421.28	421.28
31301053	CLITOROPLASTIA	502.31	502.31
31301061	EXCISAO RADICAL LOCAL DA VULVA (NAO INCLUI A LINFADENECTOMIA)	859.04	859.04
31301070	EXERESE DE GLANDULA DE SKENE	185.96	185.96
31301088	EXERESE DE LESAO DA VULVA E/OU DO PERINEO POR GRUPO DE ATE 5 LESOES	105.95	105.95
31301096	HIPERTROFIA DOS PEQUENOS LABIOS - CORRECAO CIRURGICA	317.80	317.80
31301100	INCISAO E DRENAGEM DA GLANDULA DE BARTHOLIN OU SKENE	91.91	91.91
31301118	MARSUPIALIZACAO DA GLANDULA DE BARTHOLIN	210.32	210.32
31301126	VULVECTOMIA AMPLIADA (NAO INCLUI A LINFADENECTOMIA)	1593.40	1593.40
31301134	VULVECTOMIA SIMPLES	1227.66	1227.66
31302017	BIOPSIA DE VAGINA	86.86	86.86
31302025	COLPECTOMIA	1068.24	1068.24
31302033	COLPOCLEISE (LEFORT)	794.16	794.16
31302041	COLPOPLASTIA ANTERIOR	699.82	699.82
31302050	COLPOPLASTIA POSTERIOR COM PERINEORRAFIA	624.89	624.89
31302068	COLPORRAFIA OU COLPOPERINEOPLASTIA INCLUINDO RESSECCAO DE SEPTO OU RESSUTURA DE PAREDE VAGINAL	757.49	757.49
31302076	COLPOTOMIA OU CULDOCENTESE	181.99	181.99
31302084	EXERESE DE CISTO VAGINAL	464.58	464.58
31302092	EXTRACAO DE CORPO ESTRANHO COM ANESTESIA GERAL OU BLOQUEIO	205.82	205.82
31302106	FISTULA GINECOLOGICA - TRATAMENTO CIRURGICO	1000.28	1000.28
31302114	HIMENOTOMIA	181.99	181.99
31302122	NEOVAGINA (COLON, DELGADO, TUBO DE PELE)	1147.40	1147.40
31302130	CAUTERIZACAO QUIMICA, OU ELETROCAUTERIZACAO, OU CRIOCAUTERIZACAO DE LESOES DA VAGINA (POR GRUPO DE ATE 5 LESOES)	86.86	86.86
31303013	ASPIRACAO MANUAL INTRA-UTERINA AMIU	271.91	271.91
31303021	BIOPSIA DO COLO UTERINO	86.86	86.86
31303030	BIOPSIA DO ENDOMETRIO	98.55	98.55
31303056	CURETAGEM GINECOLOGICA SEMIOTICA E/OU TERAPEUTICA COM OU SEM DILATACAO DE COLO UTERINO	277.26	277.26
31303064	DILATACAO DO COLO UTERINO	94.75	94.75
31303072	EXCISAO DE POLIPO CERVICAL	151.73	151.73
31303080	HISTERECTOMIA SUBTOTAL COM OU SEM ANEXECTOMIA, UNI OU BILATERAL - QUALQUER VIA	1081.55	1081.55
31303102	HISTERECTOMIA TOTAL (QUALQUER VIA)	1141.69	1141.69
31303110	HISTERECTOMIA TOTAL AMPLIADA - QUALQUER VIA - (NAO INCLUI A LINFADENECTOMIA PELVICA)	1490.19	1490.19
31303129	HISTERECTOMIA TOTAL COM ANEXECTOMIA UNI OU BILATERAL (QUALQUER VIA)	1289.05	1289.05
31303137	METROPLASTIA (STRASSMANN OU OUTRA TECNICA)	884.90	884.90
31303145	MIOMECTOMIA UTERINA	897.43	897.43
31303153	TRAQUELECTOMIA - AMPUTACAO, CONIZACAO - (COM OU SEM CIRURGIA DE ALTA FREQUENCIA / CAF)	466.81	466.81
31303161	TRAQUELECTOMIA RADICAL (NAO INCLUI A LINFADENECTOMIA)	1257.48	1257.48
31303170	HISTEROSCOPIA CIRURGICA COM BIOPSIA E/OU CURETAGEM UTERINA, LISE DE SINEQUIAS, RETIRADA DE CORPO ESTRANHO	583.13	583.13
31303188	HISTEROSCOPIA COM RESSECTOSCOPIO PARA POLIPECTOMIA,METROPLASTIA, ENDOMETRECTOMIA E RESSECCAO DE SINEQUIAS	627.96	627.96
31303196	CAUTERIZACAO QUIMICA, OU ELETROCAUTERIZACAO, OU CRIOCAUTERIZACAO DE LESOES DE COLO UTERINO POR SESSAO	83.85	83.85
31303200	HISTERECTOMIA SUBTOTAL LAPAROSCOPICA COM OU SEM ANEXECTOMIA, UNI OU BILATERAL VIA ALTA	1201.31	1201.31
31303218	HISTERECTOMIA TOTAL LAPAROSCOPICA	1256.03	1256.03
31303226	HISTERECTOMIA TOTAL LAPAROSCOPICA AMPLIADA	1612.17	1612.17
31303234	HISTERECTOMIA TOTAL LAPAROSCOPICA COM ANEXECTOMIA UNI OU BILATERAL	1516.12	1516.12
31303242	METROPLASTIA LAPAROSCOPICA	959.61	959.61
31303250	MIOMECTOMIA UTERINA LAPAROSCOPICA	977.85	977.85
31303269	IMPLANTE DE DISPOSITIVO INTRA-UTERINO DIU NAO HORMONAL	223.35	223.35
31303285	HISTERECTOMIA PUERPERAL	539.12	539.12
31303293	IMPLANTE DISPOSITIVO INTRA-UTERINO DIU HORMONAL	223.35	223.35
31303307	RETIRADA DE DIU POR HISTEROSCOPIA	173.36	173.36
31303315	CURETAGEM UTERINA POS-PARTO	262.45	262.45
31303323	HISTERECTOMIA POS-PARTO	612.79	612.79
31303331	IMPLANTE SUBDERMICO HORMONAL PARA CONTRACEPCAO INSERCAO	100.18	100.18
31303340	IMPLANTE SUBDERMICO HORMONAL PARA CONTRACEPCAO REMOCAO	100.18	100.18
31303358	HISTERECTOMIA TOTAL - VIA VAGINAL	1149.67	1149.67
31303366	HISTEROSCOPIA COM RESSECTOSCOPIO PARA MIOMECTOMIA	621.82	621.82
31304010	CIRURGIA DE ESTERILIZACAO FEMININA LAQUEADURA TUBARICA CONVENCIONAL	515.40	515.40
31304028	NEOSSALPINGOSTOMIA DISTAL	918.79	918.79
31304036	RECANALIZACAO TUBARIA (QUALQUER TECNICA), UNI OU BILATERAL (COM MICROSCOPIO OU LUPA)	884.90	884.90
31304044	SALPINGECTOMIA UNI OU BILATERAL	703.18	703.18
31304052	CIRURGIA DE ESTERILIZACAO FEMININA LAQUEADURA TUBARICA LAPAROSCOPICA	538.26	538.26
31304060	NEOSSALPINGOSTOMIA DISTAL LAPAROSCOPICA	1010.77	1010.77
31304079	RECANALIZACAO TUBARIA LAPAROSCOPICA UNI OU BILATERAL	959.61	959.61
31304087	SALPINGECTOMIA UNI OU BILATERAL LAPAROSCOPICA	762.54	762.54
31305016	OOFORECTOMIA UNI OU BILATERAL OU OOFOROPLASTIA UNI OU BILATERAL	699.82	699.82
31305024	TRANSLOCACAO DE OVARIOS	839.81	839.81
31305032	OOFORECTOMIA LAPAROSCOPICA UNI OU BILATERAL OU OOFOROPLASTIA UNI OU BILATERAL	762.54	762.54
31306012	CORRECAO DE DEFEITO LATERAL	965.77	965.77
31306020	CORRECAO DE ENTEROCELE	1018.64	1018.64
31306039	CORRECAO DE ROTURA PERINEAL DE III GRAU (COM LESAO DO ESFINCTER) E RECONSTITUICAO POR PLASTICA - QUALQUER TECNICA	1227.66	1227.66
31306047	PERINEORRAFIA (NAO OBSTETRICA) E/OU EPISIOTOMIA E/OU EPISIORRAFIA	364.99	364.99
31306055	RECONSTRUCAO PERINEAL COM RETALHOS MIOCUTANEOS	970.37	970.37
31306063	RESSECCAO DE TUMOR DO SEPTO RETO-VAGINAL	1068.24	1068.24
31306071	SEIO UROGENITAL - PLASTICA	822.59	822.59
31307019	CANCER DE OVARIO (DEBULKING)	1939.02	1939.02
31307027	CIRURGIA (VIA ALTA OU BAIXA) DO PROLAPSO DE CUPULA VAGINAL (FIXACAO SACRAL OU NO LIGAMENTO SACRO-ESPINHOSO) QUALQUER TECNICA	1099.83	1099.83
31307035	CULDOPLASTIA (MAC CALL, MOSCHOWICZ, ETC.)	970.42	970.42
31307043	ENDOMETRIOSE PERITONIAL - TRATAMENTO CIRURGICO	761.14	761.14
31307051	EPIPLOPLASTIA OU APLICACAO DE MEMBRANAS ANTIADERENTES	634.01	634.01
31307060	LAPAROSCOPIA GINECOLOGICA COM OU SEM BIOPSIA INCLUI A CROMOTUBAGEM	490.97	490.97
31307078	LIBERACAO DE ADERENCIAS PELVICAS COM OU SEM RESSECCAO DE CISTOS PERITONIAIS OU SALPINGOLISE	373.01	373.01
31307086	LIGADURA DE VEIA OVARIANA	343.39	343.39
31307094	LIGAMENTOPEXIA PELVICA	715.05	715.05
31307108	NEURECTOMIA PRE-SACRAL OU DO NERVO GENITO-FEMORAL	340.28	340.28
31307116	OMENTECTOMIA	726.56	726.56
31307124	RESSECCAO DE TUMOR DE PAREDE ABDOMINAL PELVICA	785.90	785.90
31307132	RESSECCAO OU LIGADURA DE VARIZES PELVICAS	774.65	774.65
31307140	SECCAO DE LIGAMENTOS UTERO-SACROS	439.80	439.80
31307159	CANCER DE OVARIO DEBULKING LAPAROSCOPICA	2153.07	2153.07
31307167	CIRURGIA LAPAROSCOPICA DO PROLAPSO DE CUPULA VAGINAL FIXACAO SACRAL OU NO LIGAMENTO SACRO-ESPINHOSO	1201.31	1201.31
31307175	CULDOPLASTIA LAPAROSCOPICA MAC CALL, MOSCHOWICZ, ETC	964.20	964.20
31307183	ENDOMETRIOSE PERITONEAL - TRATAMENTO CIRURGICO VIA LAPAROSCOPICA	915.05	915.05
31307191	EPIPLOPLASTIA OU APLICACAO DE MEMBRANAS ANTIADERENTES VIA LAPAROSCOPICA	424.29	424.29
31307205	LIBERACAO LAPAROSCOPICA DE ADERENCIAS PELVICAS COM OU SEM RESSECCAO DE CISTOS PERITONEAIS OU SALPINGOLISE	780.42	780.42
31307213	LIGADURA DE VEIA OVARIANA LAPAROSCOPICA	357.30	357.30
31307221	LIGAMENTOPEXIA PELVICA LAPAROSCOPICA	759.37	759.37
31307230	NEURECTOMIA LAPAROSCOPICA PRE-SACRAL OU DO NERVO GENITO-FEMORAL	355.36	355.36
31307248	OMENTECTOMIA LAPAROSCOPICA	786.04	786.04
31307256	RESSECCAO LAPAROSCOPICA DE TUMOR DE PAREDE ABDOMINAL	852.22	852.22
31307264	RESSECCAO OU LIGADURA LAPAROSCOPICA DE VARIZES PELVICAS	856.31	856.31
31307272	SECCAO LAPAROSCOPICA DE LIGAMENTOS UTERO-SACROS	483.62	483.62
31307280	ENDOMETRIOSE - TRATAMENTO CIRURGICO VIA LAPAROSCOPICA	588.38	588.38
31307299	ENDOMETRIOSE PROFUNDA - TRATAMENTO CIRURGICO NAO INCLUI URETEROLISE E ABORDAGEM DE OUTROS ORGAOS PELVICOS	774.04	774.04
31309011	AMNIORREDUCAO OU AMNIOINFUSAO	185.06	185.06
31309020	ASPIRACAO MANUAL INTRA-UTERINA AMIU POS-ABORTAMENTO	275.91	275.91
31309038	ASSISTENCIA AO TRABALHO DE PARTO, POR HORA (ATE O LIMITE DE 6 HORAS). NAO DEVERA SER CONSIDERADO SE O PARTO OCORRER NA PRIMEIRA HORA APOS O INICIO DA ASSISTENCIA. APOS A PRIMEIRA HORA, ALEM DA ASSISTE	170.51	170.51
31309046	CERCLAGEM DO COLO UTERINO (QUALQUER TECNICA)	323.02	323.02
31309054	CESARIANA	879.07	879.07
31309062	CURETAGEM POS-ABORTAMENTO	275.91	275.91
31309089	GRAVIDEZ ECTOPICA - CIRURGIA	757.49	757.49
31309097	MATURACAO CERVICAL PARA INDUCAO DE ABORTAMENTO OU DE TRABALHO DE PARTO	319.86	319.86
31309100	INVERSAO UTERINA AGUDA - REDUCAO MANUAL	174.79	174.79
31309119	INVERSAO UTERINA - TRATAMENTO CIRURGICO	911.32	911.32
31309127	PARTO (VIA VAGINAL)	1060.93	1060.93
31309135	PARTO MULTIPLO (CADA UM SUBSEQUENTE AO INICIAL)	670.85	670.85
31309143	PUNCAO ESCALPOFETAL PARA AVALIACAO PH FETAL	59.16	59.16
31309151	REVISAO OBSTETRICA DE PARTO OCORRIDO FORA DO HOSPITAL INCLUI EXAME, DEQUITACAO E SUTURA DE LACERACOES ATE DE 2 GRAU	366.74	366.74
31309178	VERSAO CEFALICA EXTERNA	295.44	295.44
31309186	GRAVIDEZ ECTOPICA - CIRURGIA LAPAROSCOPICA	825.35	825.35
31309194	INVERSAO UTERINA - TRATAMENTO CIRURGICO LAPAROSCOPICO	951.66	951.66
31309208	CESARIANA COM HISTERECTOMIA	1108.50	1108.50
31309240	CORDOCENTESE GUIADA POR ULTRASSONOGRAFIA	93.02	93.02
31309267	TAMPONAMENTO UTERINO PARA HEMORRAGIA POS-PARTO POS-CESAREA OU PARTO VAGINAL - QUALQUER TIPO DE BALAO INTRAUTERINO	252.12	252.12
31309283	CERCLAGEM DO COLO UTERINO VIA ABDOMINAL	550.22	550.22
31401015	BIOPSIA ESTEREOTAXICA DE ENCEFALO	1037.24	1037.24
31401031	CIRURGIA INTRACRANIANA POR VIA ENDOSCOPICA	1597.07	1597.07
31401040	CRANIOTOMIA PARA REMOCAO DE CORPO ESTRANHO	1312.01	1312.01
31401058	DERIVACAO VENTRICULAR EXTERNA	341.98	341.98
31401066	DRENAGEM ESTEREOTAXICA - CISTOS, HEMATOMAS OU ABSCESSOS	1160.99	1160.99
31401074	HIPOFISECTOMIA POR QUALQUER METODO	1490.19	1490.19
31401082	IMPLANTE DE CATETER INTRACRANIANO	723.65	723.65
31401090	IMPLANTE DE ELETRODO CEREBRAL PROFUNDO	700.75	700.75
31401104	IMPLANTE DE ELETRODOS CEREBRAL OU MEDULAR	1245.99	1245.99
31401112	IMPLANTE ESTEREOTAXICO DE CATETER PARA BRAQUITERAPIA	1178.46	1178.46
31401120	IMPLANTE INTRATECAL DE BOMBAS PARA INFUSAO DE FARMACOS	854.00	854.00
31401139	LOCALIZACAO ESTEREOTAXICA DE CORPO ESTRANHO INTRACRANIANO COM REMOCAO	1102.13	1102.13
31401147	LOCALIZACAO ESTEREOTAXICA DE LESOES INTRACRANIANAS COM REMOCAO	1166.65	1166.65
31401155	MICROCIRURGIA PARA TUMORES INTRACRANIANOS	2774.76	2774.76
31401163	MICROCIRURGIA POR VIA TRANSESFENOIDAL	3210.50	3210.50
31401171	MICROCIRURGIA VASCULAR INTRACRANIANA	2774.76	2774.76
31401198	PUNCAO SUBDURAL OU VENTRICULAR TRANSFONTANELA	84.25	84.25
31401201	RESSECCAO DE MUCOCELE FRONTAL	794.16	794.16
